id,name,skin,ingredients,price
6170,OilControl 268,Grasa,"Urea, Ácido Láctico, Glicerina, Ácido Salicílico",140.41
6171,NutriGlow 266,Grasa,"Agua Termal, Urea, Ácido Ferúlico, Ácido Láctico",187.8
6172,UltraSmooth 255,Sensible,"Agua Termal, Vitamina C",62.79
6173,Radiant Day 40,Madura,"Manteca de Karité, Agua Termal",58.06
6174,Aqua Balm 37,Grasa,"Aloe Vera, Ácido Láctico, Manteca de Karité",147.14
6175,UltraSmooth 76,Grasa,"Retinol, Glicerina",82.46
6176,SunShield 63,Normal,"Ácido Ferúlico, Aloe Vera, Ácido Láctico, Peptidos",199.0
6177,RegenX 108,Mixta,"Ácido Salicílico, Ácido Láctico",98.94
6178,SunShield 87,Sensible,"Agua Termal, Ácido Hialurónico, Retinol",52.45
6179,SunShield 96,Todo tipo,"Zinc, Ácido Salicílico",114.67
6180,BrightFix 37,Sensible,"Zinc, Retinol, Glicerina",109.41
6181,Aqua Balm 91,Sensible,"Niacinamida, Extracto de Té Verde, Manteca de Karité, Ácido Salicílico",124.45
6182,Hydra Boost 263,Grasa,"Ácido Hialurónico, Ácido Salicílico, Agua Termal",89.73
6183,Silky Touch 63,Sensible,"Ácido Salicílico, Ceramidas",112.17
6184,Daily Moist 140,Acneica,"Zinc, Glicerina, Extracto de Té Verde",70.87
6185,CeraPlus 256,Madura,"Ácido Ferúlico, Avena Coloidal",171.49
6186,Fresh Dew 298,Acneica,"Retinol, Ceramidas",12.59
6187,AgeDefy 295,Acneica,"Ácido Salicílico, Pantenol, Zinc, Vitamina C",78.79
6188,NutriGlow 272,Normal,"Agua Termal, Ácido Salicílico, Aloe Vera, Pantenol",83.98
6189,Silky Touch 219,Seca,"Ceramidas, Glicerina, Pantenol",14.3
6190,OilControl 139,Grasa,"Ácido Hialurónico, Vitamina C",101.85
6191,Silky Touch 288,Todo tipo,"Glicerina, Ácido Salicílico, Extracto de Té Verde, Agua Termal",197.94
6192,SkinPure 9,Normal,"Aloe Vera, Ácido Hialurónico",178.31
6193,UltraSmooth 239,Mixta,"Ácido Salicílico, Avena Coloidal",65.05
6194,Daily Moist 89,Acneica,"Peptidos, Vitamina C, Glicerina",68.58
6195,AgeDefy 159,Mixta,"Ácido Láctico, Agua Termal, Pantenol, Aceite de Jojoba",140.87
6196,NightCare 72,Normal,"Ácido Ferúlico, Urea, Ceramidas, Glicerina",104.49
6197,Fresh Dew 89,Todo tipo,"Urea, Retinol, Manteca de Karité",25.72
6198,DermaFix 263,Madura,"Agua Termal, Ceramidas, Extracto de Té Verde",30.09
6199,RegenX 72,Mixta,"Ácido Hialurónico, Retinol, Niacinamida, Ácido Ferúlico",99.02
6200,OilControl 197,Normal,"Aloe Vera, Agua Termal, Manteca de Karité",21.43
6201,AcneFree 8,Todo tipo,"Zinc, Avena Coloidal, Extracto de Té Verde",69.89
6202,Radiant Day 132,Todo tipo,"Manteca de Karité, Avena Coloidal",151.91
6203,Silky Touch 296,Seca,"Aceite de Jojoba, Aloe Vera, Ácido Hialurónico",31.85
6204,CeraPlus 200,Mixta,"Glicerina, Manteca de Karité",31.58
6205,Daily Moist 218,Seca,"Ácido Láctico, Ácido Ferúlico, Vitamina C, Aceite de Jojoba",196.35
6206,UltraSmooth 38,Madura,"Niacinamida, Manteca de Karité, Urea",24.3
6207,BrightFix 198,Seca,"Manteca de Karité, Avena Coloidal, Zinc, Retinol",113.81
6208,AcneFree 80,Acneica,"Pantenol, Extracto de Té Verde, Ácido Ferúlico, Manteca de Karité",118.72
6209,BrightFix 16,Madura,"Aloe Vera, Vitamina C, Glicerina",47.79
6210,BrightFix 61,Normal,"Ácido Láctico, Niacinamida",183.74
6211,AcneFree 155,Grasa,"Glicerina, Aceite de Jojoba",177.36
6212,Aqua Balm 184,Sensible,"Vitamina C, Ácido Ferúlico, Zinc",79.95
6213,CeraPlus 32,Todo tipo,"Glicerina, Zinc, Aceite de Jojoba, Aloe Vera",123.81
6214,AgeDefy 139,Sensible,"Peptidos, Ácido Láctico, Ácido Salicílico",151.8
6215,AgeDefy 145,Seca,"Ácido Hialurónico, Urea, Peptidos",73.86
6216,Aqua Balm 285,Sensible,"Niacinamida, Pantenol, Ácido Ferúlico, Aceite de Jojoba",59.01
6217,DermaFix 207,Todo tipo,"Manteca de Karité, Niacinamida, Pantenol",192.59
6218,NutriGlow 190,Sensible,"Extracto de Té Verde, Avena Coloidal",197.5
6219,Glow Serum 197,Mixta,"Extracto de Té Verde, Avena Coloidal, Aloe Vera",51.97
6220,OilControl 260,Mixta,"Niacinamida, Ceramidas",50.63
6221,Glow Serum 129,Todo tipo,"Ácido Láctico, Pantenol, Aceite de Jojoba",139.71
6222,BrightFix 102,Madura,"Peptidos, Pantenol, Zinc",128.37
6223,SkinPure 217,Normal,"Extracto de Té Verde, Aceite de Jojoba, Ceramidas",56.44
6224,DermaFix 13,Seca,"Manteca de Karité, Avena Coloidal",85.89
6225,RegenX 2,Grasa,"Extracto de Té Verde, Ácido Hialurónico, Aceite de Jojoba, Ácido Salicílico",140.09
6226,Daily Moist 99,Todo tipo,"Ácido Hialurónico, Ceramidas, Aceite de Jojoba",72.27
6227,AgeDefy 56,Madura,"Ácido Ferúlico, Agua Termal, Glicerina",80.98
6228,Glow Serum 129,Todo tipo,"Ácido Salicílico, Manteca de Karité",17.67
6229,AcneFree 43,Grasa,"Aloe Vera, Urea, Ácido Hialurónico, Ácido Láctico",56.51
6230,Glow Serum 276,Acneica,"Ácido Salicílico, Ácido Hialurónico, Aceite de Jojoba",190.92
6231,AcneFree 149,Mixta,"Peptidos, Aloe Vera, Ceramidas",67.22
6232,AgeDefy 11,Normal,"Manteca de Karité, Aceite de Jojoba, Zinc",45.41
6233,NightCare 283,Seca,"Extracto de Té Verde, Manteca de Karité",64.74
6234,Aqua Balm 291,Grasa,"Niacinamida, Ácido Ferúlico, Avena Coloidal",94.83
6235,AgeDefy 290,Madura,"Aceite de Jojoba, Avena Coloidal",188.08
6236,Aqua Balm 95,Sensible,"Vitamina C, Zinc",96.22
6237,Aqua Balm 299,Madura,"Urea, Retinol",65.2
6238,Hydra Boost 107,Mixta,"Zinc, Retinol",33.21
6239,Hydra Boost 181,Sensible,"Ácido Salicílico, Zinc",191.07
6240,OilControl 123,Seca,"Retinol, Avena Coloidal",51.23
6241,NightCare 26,Mixta,"Ceramidas, Ácido Salicílico",49.57
6242,BrightFix 182,Normal,"Extracto de Té Verde, Aceite de Jojoba, Manteca de Karité, Zinc",26.48
6243,BrightFix 12,Seca,"Niacinamida, Zinc, Vitamina C, Ácido Ferúlico",79.56
6244,AcneFree 28,Madura,"Manteca de Karité, Zinc",104.34
6245,Daily Moist 129,Mixta,"Pantenol, Peptidos, Ceramidas, Ácido Salicílico",163.36
6246,AcneFree 74,Todo tipo,"Ácido Láctico, Ceramidas, Zinc, Aceite de Jojoba",157.02
6247,RegenX 183,Mixta,"Aloe Vera, Zinc, Peptidos",28.11
6248,Radiant Day 116,Acneica,"Aloe Vera, Aceite de Jojoba, Zinc, Manteca de Karité",184.2
6249,RegenX 52,Todo tipo,"Ácido Ferúlico, Aceite de Jojoba, Urea, Ácido Salicílico",63.83
6250,UltraSmooth 41,Normal,"Urea, Ácido Láctico, Vitamina C",54.7
6251,DermaFix 2,Madura,"Glicerina, Urea, Retinol, Ácido Ferúlico",86.81
6252,AgeDefy 7,Normal,"Zinc, Aceite de Jojoba, Agua Termal",96.92
6253,OilControl 210,Seca,"Peptidos, Pantenol, Extracto de Té Verde",112.15
6254,Silky Touch 241,Todo tipo,"Urea, Manteca de Karité",56.51
6255,Daily Moist 17,Sensible,"Urea, Avena Coloidal, Niacinamida, Ácido Hialurónico",21.41
6256,Fresh Dew 274,Grasa,"Ácido Salicílico, Ácido Hialurónico, Ceramidas",26.71
6257,Aqua Balm 201,Mixta,"Vitamina C, Extracto de Té Verde, Zinc, Niacinamida",152.57
6258,NightCare 36,Acneica,"Manteca de Karité, Peptidos, Aceite de Jojoba",177.21
6259,DermaFix 169,Grasa,"Peptidos, Ácido Láctico, Ceramidas, Ácido Salicílico",108.2
6260,Radiant Day 259,Grasa,"Ácido Salicílico, Ácido Ferúlico, Peptidos, Ceramidas",175.42
6261,Silky Touch 55,Acneica,"Aceite de Jojoba, Extracto de Té Verde, Ácido Salicílico, Ácido Láctico",167.94
6262,Radiant Day 34,Acneica,"Glicerina, Agua Termal",111.01
6263,SunShield 39,Normal,"Zinc, Aceite de Jojoba, Aloe Vera",197.38
6264,Aqua Balm 61,Acneica,"Aloe Vera, Ceramidas, Retinol",70.04
6265,SkinPure 285,Sensible,"Niacinamida, Ácido Ferúlico",72.65
6266,CeraPlus 166,Seca,"Ceramidas, Ácido Salicílico, Manteca de Karité",104.63
6267,AgeDefy 290,Seca,"Aloe Vera, Urea, Manteca de Karité, Zinc",93.47
6268,RegenX 105,Madura,"Ácido Salicílico, Pantenol, Vitamina C, Ácido Hialurónico",54.87
6269,NutriGlow 55,Madura,"Manteca de Karité, Peptidos, Extracto de Té Verde",91.59
6270,CeraPlus 231,Normal,"Ceramidas, Retinol, Avena Coloidal, Zinc",37.73
6271,Radiant Day 158,Todo tipo,"Pantenol, Retinol",115.16
6272,SkinPure 192,Madura,"Retinol, Ceramidas, Peptidos, Ácido Láctico",122.83
6273,DermaFix 245,Acneica,"Retinol, Vitamina C, Ácido Ferúlico, Zinc",123.09
6274,NutriGlow 253,Grasa,"Urea, Ácido Ferúlico",104.44
6275,Daily Moist 35,Madura,"Manteca de Karité, Agua Termal, Vitamina C",169.76
6276,Hydra Boost 61,Mixta,"Ácido Salicílico, Urea",130.17
6277,NightCare 18,Mixta,"Vitamina C, Ácido Salicílico",152.51
6278,SkinPure 285,Mixta,"Agua Termal, Peptidos, Urea",185.77
6279,DermaFix 23,Seca,"Agua Termal, Peptidos",130.91
6280,BrightFix 111,Acneica,"Ácido Hialurónico, Aceite de Jojoba",91.22
6281,Fresh Dew 12,Sensible,"Pantenol, Retinol, Ácido Láctico, Ceramidas",22.46
6282,Aqua Balm 13,Mixta,"Ceramidas, Ácido Láctico, Pantenol",57.83
6283,AgeDefy 145,Normal,"Aloe Vera, Ácido Salicílico, Ácido Hialurónico, Glicerina",180.28
6284,RegenX 50,Normal,"Urea, Ácido Salicílico, Pantenol",183.76
6285,Clear Skin 100,Grasa,"Extracto de Té Verde, Aceite de Jojoba",115.79
6286,Glow Serum 170,Madura,"Ácido Salicílico, Aceite de Jojoba",157.49
6287,AgeDefy 195,Acneica,"Manteca de Karité, Urea, Retinol",110.31
6288,Glow Serum 117,Todo tipo,"Ácido Ferúlico, Retinol",96.77
6289,Silky Touch 10,Acneica,"Agua Termal, Urea, Ácido Ferúlico",27.79
6290,Fresh Dew 2,Grasa,"Manteca de Karité, Agua Termal, Peptidos",27.54
6291,Aqua Balm 114,Mixta,"Agua Termal, Ácido Salicílico, Ácido Ferúlico",147.1
6292,Radiant Day 42,Sensible,"Glicerina, Niacinamida",88.38
6293,BrightFix 103,Grasa,"Ácido Hialurónico, Zinc, Pantenol",51.79
6294,UltraSmooth 75,Todo tipo,"Niacinamida, Ácido Salicílico",183.01
6295,BrightFix 134,Normal,"Peptidos, Avena Coloidal",165.65
6296,NightCare 10,Seca,"Peptidos, Ácido Láctico, Avena Coloidal",77.03
6297,Daily Moist 159,Grasa,"Ceramidas, Ácido Hialurónico, Aceite de Jojoba",18.68
6298,NightCare 299,Seca,"Aloe Vera, Urea, Ceramidas, Manteca de Karité",169.84
6299,SkinPure 47,Sensible,"Niacinamida, Ácido Salicílico, Agua Termal",190.19
6300,Glow Serum 280,Sensible,"Ácido Salicílico, Zinc",126.68
6301,SkinPure 111,Acneica,"Ácido Hialurónico, Agua Termal",67.79
6302,Hydra Boost 2,Mixta,"Pantenol, Manteca de Karité, Aloe Vera",81.89
6303,SunShield 292,Todo tipo,"Ácido Salicílico, Aceite de Jojoba, Zinc, Glicerina",101.97
6304,Silky Touch 273,Mixta,"Aceite de Jojoba, Niacinamida",148.32
6305,Silky Touch 82,Grasa,"Ácido Hialurónico, Ceramidas, Retinol, Glicerina",196.19
6306,Clear Skin 236,Todo tipo,"Ácido Ferúlico, Extracto de Té Verde, Aloe Vera, Peptidos",88.82
6307,Hydra Boost 230,Normal,"Agua Termal, Avena Coloidal",198.4
6308,Aqua Balm 246,Acneica,"Vitamina C, Zinc",90.99
6309,Daily Moist 42,Mixta,"Zinc, Agua Termal",178.83
6310,NutriGlow 31,Acneica,"Extracto de Té Verde, Ácido Salicílico, Glicerina",58.08
6311,Clear Skin 103,Normal,"Extracto de Té Verde, Pantenol",99.44
6312,CeraPlus 81,Sensible,"Agua Termal, Vitamina C, Peptidos, Aloe Vera",71.41
6313,Hydra Boost 151,Grasa,"Urea, Ceramidas, Ácido Ferúlico",195.59
6314,Radiant Day 189,Grasa,"Niacinamida, Retinol",194.17
6315,Daily Moist 263,Acneica,"Retinol, Aloe Vera, Agua Termal",146.6
6316,OilControl 156,Mixta,"Ácido Hialurónico, Pantenol",62.68
6317,NutriGlow 261,Todo tipo,"Niacinamida, Ácido Hialurónico, Ácido Ferúlico, Avena Coloidal",168.1
6318,CeraPlus 157,Sensible,"Peptidos, Aloe Vera, Avena Coloidal",183.04
6319,Clear Skin 234,Seca,"Aloe Vera, Ácido Hialurónico",113.66
6320,Radiant Day 17,Madura,"Avena Coloidal, Urea, Ácido Ferúlico",35.56
6321,AcneFree 138,Seca,"Glicerina, Vitamina C",175.85
6322,BrightFix 89,Sensible,"Avena Coloidal, Manteca de Karité, Glicerina, Peptidos",193.09
6323,SunShield 186,Acneica,"Extracto de Té Verde, Ceramidas, Peptidos, Ácido Salicílico",37.1
6324,Fresh Dew 52,Mixta,"Glicerina, Pantenol, Ceramidas, Niacinamida",10.47
6325,CeraPlus 194,Mixta,"Ácido Ferúlico, Extracto de Té Verde",46.0
6326,DermaFix 274,Normal,"Manteca de Karité, Aloe Vera, Avena Coloidal, Extracto de Té Verde",187.16
6327,RegenX 136,Seca,"Ácido Ferúlico, Niacinamida, Aceite de Jojoba",47.57
6328,Fresh Dew 89,Mixta,"Zinc, Extracto de Té Verde, Agua Termal",47.77
6329,Hydra Boost 242,Todo tipo,"Ácido Ferúlico, Ceramidas, Niacinamida, Ácido Láctico",194.32
6330,RegenX 212,Normal,"Zinc, Agua Termal",174.4
6331,Clear Skin 264,Madura,"Ácido Ferúlico, Agua Termal, Glicerina, Ácido Salicílico",172.59
6332,Clear Skin 19,Normal,"Ácido Hialurónico, Urea, Extracto de Té Verde, Niacinamida",142.26
6333,Fresh Dew 231,Seca,"Zinc, Niacinamida",86.14
6334,CeraPlus 292,Grasa,"Ceramidas, Glicerina, Aceite de Jojoba",155.56
6335,AcneFree 263,Sensible,"Pantenol, Glicerina, Extracto de Té Verde, Avena Coloidal",70.22
6336,NightCare 294,Mixta,"Ceramidas, Ácido Hialurónico, Avena Coloidal, Ácido Ferúlico",46.75
6337,OilControl 248,Seca,"Extracto de Té Verde, Aceite de Jojoba, Pantenol",94.79
6338,Aqua Balm 153,Normal,"Aloe Vera, Ácido Láctico, Ceramidas",85.23
6339,Silky Touch 147,Madura,"Manteca de Karité, Ceramidas",85.99
6340,DermaFix 128,Sensible,"Extracto de Té Verde, Ceramidas, Agua Termal",18.61
6341,NightCare 91,Acneica,"Ceramidas, Extracto de Té Verde, Peptidos, Manteca de Karité",195.39
6342,SkinPure 230,Acneica,"Ácido Láctico, Manteca de Karité",179.49
6343,Fresh Dew 249,Seca,"Zinc, Manteca de Karité, Vitamina C, Ceramidas",55.98
6344,NightCare 199,Seca,"Ácido Hialurónico, Agua Termal",118.0
6345,RegenX 23,Mixta,"Ácido Salicílico, Ácido Láctico, Pantenol",185.21
6346,NightCare 219,Seca,"Niacinamida, Agua Termal",40.31
6347,SunShield 189,Acneica,"Manteca de Karité, Agua Termal",133.24
6348,Glow Serum 205,Todo tipo,"Ceramidas, Zinc, Aloe Vera",166.89
6349,NutriGlow 130,Mixta,"Retinol, Pantenol, Aceite de Jojoba, Urea",155.9
6350,UltraSmooth 3,Seca,"Ácido Salicílico, Niacinamida",183.62
6351,UltraSmooth 183,Normal,"Agua Termal, Zinc, Urea",98.57
6352,Hydra Boost 131,Grasa,"Retinol, Aloe Vera, Ceramidas",170.68
6353,Fresh Dew 199,Seca,"Vitamina C, Peptidos, Avena Coloidal",74.53
6354,UltraSmooth 209,Mixta,"Extracto de Té Verde, Vitamina C",101.99
6355,SkinPure 280,Mixta,"Zinc, Aceite de Jojoba",14.78
6356,Radiant Day 42,Seca,"Extracto de Té Verde, Glicerina",175.14
6357,AgeDefy 126,Sensible,"Pantenol, Glicerina",111.13
6358,RegenX 162,Seca,"Ácido Salicílico, Retinol, Avena Coloidal",49.28
6359,RegenX 40,Grasa,"Manteca de Karité, Ácido Ferúlico, Glicerina",157.07
6360,Fresh Dew 273,Mixta,"Peptidos, Aloe Vera, Ácido Hialurónico, Manteca de Karité",59.28
6361,NightCare 244,Grasa,"Aloe Vera, Peptidos, Agua Termal, Avena Coloidal",23.64
6362,OilControl 235,Normal,"Urea, Agua Termal, Ácido Hialurónico",133.43
6363,Radiant Day 166,Seca,"Aloe Vera, Vitamina C, Aceite de Jojoba",54.97
6364,Glow Serum 126,Sensible,"Avena Coloidal, Retinol, Pantenol, Agua Termal",135.41
6365,UltraSmooth 92,Mixta,"Pantenol, Zinc, Ácido Láctico, Glicerina",136.87
6366,AcneFree 242,Mixta,"Ácido Ferúlico, Retinol",42.05
6367,Glow Serum 244,Acneica,"Aloe Vera, Ácido Láctico, Extracto de Té Verde",97.31
6368,SkinPure 174,Grasa,"Ácido Hialurónico, Vitamina C, Ácido Láctico",44.7
6369,UltraSmooth 87,Acneica,"Aloe Vera, Agua Termal",90.3
6370,DermaFix 129,Normal,"Niacinamida, Vitamina C",96.19
6371,SunShield 192,Acneica,"Ácido Láctico, Manteca de Karité",172.32
6372,OilControl 121,Madura,"Ceramidas, Aceite de Jojoba",154.43
6373,NightCare 189,Todo tipo,"Peptidos, Vitamina C",187.18
6374,Fresh Dew 281,Grasa,"Pantenol, Aceite de Jojoba, Ácido Salicílico, Zinc",173.2
6375,Aqua Balm 287,Normal,"Retinol, Aceite de Jojoba",132.5
6376,DermaFix 221,Grasa,"Ceramidas, Ácido Salicílico, Glicerina",139.29
6377,NightCare 215,Acneica,"Glicerina, Zinc, Urea, Ceramidas",28.21
6378,Clear Skin 222,Seca,"Agua Termal, Extracto de Té Verde",58.76
6379,RegenX 69,Mixta,"Glicerina, Agua Termal, Niacinamida",103.73
6380,Aqua Balm 260,Grasa,"Ácido Hialurónico, Agua Termal, Vitamina C",99.13
6381,NutriGlow 203,Mixta,"Ácido Láctico, Aceite de Jojoba, Urea, Vitamina C",69.76
6382,OilControl 277,Mixta,"Retinol, Avena Coloidal, Pantenol",185.22
6383,Glow Serum 265,Seca,"Retinol, Pantenol, Urea, Avena Coloidal",126.99
6384,DermaFix 45,Sensible,"Ácido Ferúlico, Zinc, Peptidos, Vitamina C",162.84
6385,AcneFree 236,Mixta,"Ácido Hialurónico, Aceite de Jojoba, Extracto de Té Verde, Pantenol",137.98
6386,CeraPlus 245,Normal,"Glicerina, Zinc",197.45
6387,NightCare 295,Acneica,"Avena Coloidal, Glicerina",134.26
6388,Glow Serum 49,Sensible,"Ácido Hialurónico, Vitamina C, Manteca de Karité",128.42
6389,UltraSmooth 19,Acneica,"Vitamina C, Aceite de Jojoba, Agua Termal, Ácido Láctico",83.6
6390,NightCare 160,Mixta,"Ácido Salicílico, Retinol, Peptidos, Manteca de Karité",177.3
6391,Silky Touch 39,Grasa,"Avena Coloidal, Ceramidas",44.55
6392,DermaFix 184,Acneica,"Ácido Salicílico, Manteca de Karité, Urea",152.53
6393,OilControl 156,Mixta,"Glicerina, Avena Coloidal",41.53
6394,Radiant Day 272,Normal,"Manteca de Karité, Ácido Hialurónico, Peptidos",24.41
6395,SkinPure 212,Seca,"Aceite de Jojoba, Ceramidas",121.64
6396,NightCare 27,Normal,"Aloe Vera, Ácido Ferúlico, Extracto de Té Verde, Vitamina C",83.59
6397,CeraPlus 43,Normal,"Aceite de Jojoba, Urea, Ácido Ferúlico, Avena Coloidal",44.02
6398,AgeDefy 23,Sensible,"Ácido Salicílico, Vitamina C",32.34
6399,DermaFix 198,Seca,"Agua Termal, Aceite de Jojoba, Extracto de Té Verde, Avena Coloidal",170.81
6400,Radiant Day 197,Mixta,"Ceramidas, Ácido Láctico, Peptidos",180.05
6401,Glow Serum 161,Mixta,"Aloe Vera, Glicerina, Niacinamida, Aceite de Jojoba",29.78
6402,CeraPlus 92,Sensible,"Ácido Láctico, Avena Coloidal",57.43
6403,Fresh Dew 242,Acneica,"Avena Coloidal, Extracto de Té Verde",63.36
6404,NightCare 98,Seca,"Glicerina, Manteca de Karité, Aceite de Jojoba, Retinol",26.33
6405,Hydra Boost 123,Grasa,"Pantenol, Ácido Hialurónico, Glicerina, Ácido Salicílico",69.78
6406,SkinPure 224,Grasa,"Aceite de Jojoba, Avena Coloidal, Niacinamida, Urea",195.7
6407,UltraSmooth 236,Acneica,"Aceite de Jojoba, Retinol, Manteca de Karité",8.7
6408,Fresh Dew 48,Grasa,"Ácido Láctico, Manteca de Karité",28.19
6409,AcneFree 11,Mixta,"Vitamina C, Manteca de Karité",148.56
6410,NightCare 19,Grasa,"Ácido Salicílico, Zinc",55.02
6411,AcneFree 285,Sensible,"Agua Termal, Retinol, Glicerina",53.95
6412,CeraPlus 73,Acneica,"Manteca de Karité, Zinc",42.5
6413,Fresh Dew 166,Acneica,"Ceramidas, Pantenol",93.19
6414,Silky Touch 68,Todo tipo,"Pantenol, Ácido Láctico",78.93
6415,OilControl 163,Grasa,"Aceite de Jojoba, Ceramidas",177.46
6416,Radiant Day 72,Todo tipo,"Retinol, Avena Coloidal, Zinc, Aceite de Jojoba",10.73
6417,Fresh Dew 121,Normal,"Extracto de Té Verde, Niacinamida, Ácido Láctico, Avena Coloidal",145.78
6418,OilControl 159,Madura,"Vitamina C, Ácido Hialurónico, Peptidos",48.92
6419,AgeDefy 189,Madura,"Niacinamida, Ácido Salicílico, Glicerina",132.31
6420,NutriGlow 19,Sensible,"Niacinamida, Pantenol",125.15
6421,UltraSmooth 293,Grasa,"Ácido Ferúlico, Aloe Vera, Aceite de Jojoba",40.14
6422,AgeDefy 270,Todo tipo,"Retinol, Ácido Salicílico",60.32
6423,SkinPure 173,Grasa,"Zinc, Niacinamida, Aceite de Jojoba",77.45
6424,CeraPlus 66,Sensible,"Retinol, Niacinamida, Agua Termal",46.37
6425,DermaFix 84,Seca,"Peptidos, Ácido Láctico, Manteca de Karité",155.72
6426,UltraSmooth 204,Todo tipo,"Ceramidas, Niacinamida, Glicerina",196.02
6427,Silky Touch 50,Todo tipo,"Glicerina, Ácido Salicílico",146.46
6428,Daily Moist 51,Sensible,"Aloe Vera, Aceite de Jojoba, Zinc, Peptidos",181.02
6429,NutriGlow 86,Normal,"Agua Termal, Avena Coloidal, Pantenol",62.73
6430,SunShield 231,Grasa,"Ácido Ferúlico, Ácido Salicílico",192.18
6431,AgeDefy 48,Madura,"Zinc, Ácido Hialurónico",137.87
6432,Aqua Balm 156,Acneica,"Extracto de Té Verde, Urea, Ácido Láctico",112.95
6433,NutriGlow 273,Acneica,"Aloe Vera, Glicerina, Pantenol",110.6
6434,UltraSmooth 64,Sensible,"Avena Coloidal, Glicerina, Urea, Ácido Hialurónico",21.85
6435,UltraSmooth 33,Sensible,"Ácido Salicílico, Retinol",138.71
6436,NightCare 91,Seca,"Urea, Vitamina C",8.62
6437,AcneFree 58,Grasa,"Avena Coloidal, Ceramidas",192.61
6438,NightCare 133,Seca,"Ácido Ferúlico, Peptidos, Niacinamida",40.13
6439,SkinPure 199,Normal,"Avena Coloidal, Aceite de Jojoba, Ceramidas, Peptidos",159.55
6440,AcneFree 33,Madura,"Ácido Láctico, Aloe Vera, Extracto de Té Verde, Urea",118.3
6441,AcneFree 211,Grasa,"Vitamina C, Glicerina, Ácido Láctico, Aloe Vera",49.64
6442,AgeDefy 12,Normal,"Retinol, Pantenol, Ácido Láctico, Ácido Hialurónico",101.12
6443,OilControl 165,Madura,"Ácido Ferúlico, Peptidos, Extracto de Té Verde, Vitamina C",66.21
6444,RegenX 201,Acneica,"Zinc, Peptidos",104.31
6445,Hydra Boost 154,Grasa,"Urea, Aloe Vera, Extracto de Té Verde, Zinc",18.97
6446,Fresh Dew 41,Seca,"Manteca de Karité, Ácido Hialurónico, Urea, Niacinamida",74.63
6447,BrightFix 44,Madura,"Glicerina, Agua Termal, Ácido Salicílico, Ácido Láctico",81.55
6448,AgeDefy 141,Normal,"Extracto de Té Verde, Agua Termal, Ácido Láctico, Niacinamida",56.42
6449,UltraSmooth 170,Acneica,"Manteca de Karité, Aloe Vera, Niacinamida, Ácido Láctico",156.56
6450,NutriGlow 57,Grasa,"Avena Coloidal, Ácido Ferúlico, Niacinamida",189.95
6451,UltraSmooth 101,Madura,"Zinc, Avena Coloidal, Extracto de Té Verde",101.99
6452,OilControl 108,Madura,"Pantenol, Agua Termal",141.37
6453,AgeDefy 284,Seca,"Aceite de Jojoba, Extracto de Té Verde, Manteca de Karité, Ácido Ferúlico",107.15
6454,OilControl 195,Mixta,"Manteca de Karité, Aceite de Jojoba, Avena Coloidal",109.11
6455,BrightFix 273,Mixta,"Vitamina C, Ácido Hialurónico, Ácido Salicílico",139.19
6456,Silky Touch 197,Todo tipo,"Ácido Hialurónico, Aloe Vera, Peptidos, Ceramidas",130.48
6457,Daily Moist 55,Normal,"Manteca de Karité, Niacinamida, Agua Termal",10.05
